Review,Rating
smart assist babi.,1
bagus di bandingin game kikir,5
di hp jarngn ful tpi maen kaya jaringn jelek patah patah emng taii game ini,1
"game tolol , banyak pemain yang memanipulasi permainan dalam mode PVP",1
server busuk,2
"klo musuh yang ngelek sinyalnya saya juga ngeleg gimana ini biken kesel main aja, bobrok banget sistem nya",2
game aneh server lag Mulu setiap main tim musuh nya div 1 peringkat 100 San gua baru div 3 padahal bisa bisanya nya ketemu yg div 1 terus aneh,1
"Please improve the signal stability, I play with a good signal, but it's still slow, this game has been around for a long time but with every update there is no change in the signal",1
"game murahan. jaringan bagus hp ram tinggi tapi nge leg leg leg leg trus, tiba tiba lawan depan gawang, tiba tiba pemain gak bisa di kontrol,gol gak masuk akal, lawan gak seimbang, tiap Minggu di perbaiki tapi tetep sama gamenya",1
sangat bagus tapi tidak bisa menandingi fc mobile,4
ᴋᴀᴘᴀɴ ɴɪʜ ᴜᴘᴅᴀᴛᴇ ᴛᴏʟᴏɴɢ ᴅᴏɴɢ update ɪᴋᴇʀ ᴄᴀsɪʟʟᴀs lagi yg baru🙏🙏🙏🙏,2
Game aneh punya Kiper ngeliatin doang,1
game ini cukup rekomend dan fungsi karna kita dapat byone,4
jaringan sangat buruk,3
server sering ngedown sering ngedelay udah unggul skor malah kalah alasan jaringan buruk plis Konami udah muak gua bikin emosi mulu,1
game gak jelas udah ku pasing yg kepemaen malah Kepasing deket musuh,1
saya sangat suka,5
game nya bagus enak mainnya,5
game ini bagus saya banyak golnya pokoknya bagus sekali,5
kenapa ya kok aku baru mau login efotball langsung keluar sendiri ?,3
sinyal bagus main sama temen lancar pas main liga e footbal malah lag parah penyakit aplikasi kancing,1
TOLONG LAH PERBAIKI SERVERNYA JARINGAN BAGUS TAPI GERAKAN PEMAINNYA KURANG STABILL!,1
worst football game,1
game bola idiot..kadang berat kadang enteng..,1
sinyal nya pls lah,1
"sebelum update device gua kuat main di high, tapi setelah update main di standar aja udah frame parah",3
hanya 1 tolong tambahkan fitur master league terimakasih,5
sangatt baguss,5
siiiuuuuuu,5
game gak masuk akal saya divisi 3 malah ketemu player mantan divisi 1,1
gila tim 3100 sekian susah payah sampe div 2 ketemunya 3200 terus. game sialan,1
"beberapa kali menang, pas pertandingan sudah selesai tiba-tiba jaringan muter terus, jadinya kalah. tolong diperbaiki buknya",1
aku entek 2500 nyepin sg lumut ga oleh oleh kurang 1 watu tok pilih kasih epep,1
"script nya haram, bikin player males main",1
"tau2 di hp GK bisa login, pas coba di hp temen koin yg beli sampai 200rb an hilang sumpah ini game GK ngotak",1
"Mantap gamenya,,,kalau gacha jangan pelit kasi epic😁",5
sinyal dah bagus ram hp juga gede tapi main masi patah2,5
"sangat buruk : 1. server. 2. smart assist. Sekarang push divisi diisi user² smart assist, fitur yg sangat buruk, skilmu bagus percuma , karna jika ketemu user smart assist. *Smart assist = merusak gameplay.",1
"game tol00000l gak maksud akal pato kecepatan dan akselerasi 100 bisa kalah lari ma rijkard bansos, pdhal jarak dah jauh bisa dikejar bener2 konami script taii",1
"Tolonglh batuan cerdas di hilangin ngaruh banget di gamplay, masa iya pemain biasa kaya punya skil khusus, kecewa bngt sma konami",1
"game nya jelek banyak bug nya, untuk smart assist tolong hilangkan ganggu pada saat main di pvp game no recomended",1
gc enak banyak selay mending e footbal 2021,1
"Anda seharusnya menambahkan Liga Champions di liga AI dan cup liga nya, agar menambah rasa permainan yang menarik, dan bisakah kita membuat turnamen sendiri?, seperti cup dalam pes konsol, karna ini sungguh membosankan",1
gamenya asik tapi sayang pelanggaran nya gak ada tolong d perbaikin lagi,5
"game ini sekarang tambah parah tidak jelas, sinyal penuh tiba2 ngeleg, parah banyak pemain yg chet",1
"👍👍I really like the current update where players can play Exhibition mode offline with fully officially licensed teams, and what I like most is that it now supports the use of Ps4-Xbox Joystick controllers. Hopefully in the future a split screen multiplayer (co-op offline)feature can be added like the console version so you can play together with just one mobile device. Please add the split screen multiplayer feature from Konami🙏",4
untuk saat ini bintangnya 3 dulu. nnti kasih 5 bintang kl musim hujannya di hilangkan dari liga..,3
Kerasa banget kalo Pay 2 Win 😌,1
bagus cuman kalau bisa tambah kan liga Champions,5
baguss banget dan seruu,5
apakah ada liga 1 Indonesia,5
"berbaiki jaringan anda, dengan data ataupun wifi",1
"game rusak,lawan AI di devisi perbaiki tolol,selayaknya manusia aja permainannya.",2
"game ini adalah sampah, gw beli pemain awal nya bagus atribut nya beberapa Minggu kemudian attirbut pemain gw di kurangin. bukan hanya satu pemain tapi semua pemain. jadi nya pemain gw jadi jelek. belum lagi game yg suka ngelag dan pemain belakang yg suka diem tiba tiba pas waktu di serang. emang ini game paling sampah. ga worth itu di install",1
game gk jelas kalo by one sama temen patah patah game rusak,1
hapus smart assist di pvp hapussssss smart assist di PVP,1
"game yg selalu buat player emosi,karena setiap naik divisi terutama divisi 2,pemain jadi tidak setabil,terasa berat dan tidak pada posisinya,,,",1
makin kesini makin parah lag nya.. kalo gini terus makin berkurang yg main nya!!!,1
"klu g becus perbaiki bug saat main PvP tutup aja aplikasinya, bos.. atau g usah ada main PvP. Buat g nyaman banget saat main.",1
"game bikin kesel ngejar devisi setiap main jaringan selalu lemot pakai kuota all jaringan juga lemot , pakai wifi juga lemot sebenernya ini game sudah setingan kalo akun lama pasti selalu di bikin kalah, giliran signal bagus setiap di kotak gawang musuh selalu blunder kiper gada aja selalu kena tiang game bener2 ujin kesabaran",1
"sistem match making di divisi tidak fair,mantan divisi 1 bisa ketemu mantan divisi 2 itu kan tidak masuk akal,perbaiki ini!!!",1
sudah lumayan,4
klo maen sering sinyal hilang jadi maen,1
bag lag nya tolong parh baget ini susah up divi,1
"sinyal saya lancar jaya buat Lain-lain, bahkan sebelum update main PvP lancar banget. anehnya setelah update malah sangat ga stabil",1
online PvP lemoooooooottt.... beraaat.... signal ping bagus pke wifi jaringan stabil.... parah lemot dan berat gerakan delay,1
kebanyakan yg make scrip buat naik divisi,1
lagi deffend ama atack ko ngeleg kaya sengaja amat jaringn saya full tapi maen efootball doang ngeleg,3
sistem gacha dan sinyal mohon di kondisikan min..... wkwkwkw,5
saya top up di apknya labgsung ga masuk koinnya gmana ini tolong penjelasannya,3
"pemain sangat"" tidak memuwaskan pada pertandingan karena sudah di pencet tombol nya tapi masih tidak merespon pemainya",1
"menang setengah mati,Mala ngeleg trs tiba tiba kalah anj mau menang itu susah setengah mati anj",1
game nya sangat bagus cuma saran pencahayaan di lapangan nya supaya lebih cerah sama tambahin event,4
"Ayolah, padahal saya gak ada kendala jaringan sama sekali kok saya kalah, padahal musuh yang keluar dari jaringan krn kalah kok malah saya yang kena imbasnya, ayolah Developer, udah 2x berturut-turut saya kena begini, padahal jaringanku normal dari awal sampai selesai🥲 pas udah mau selesai, tiba tiba jaringan hilang padahal gak ada masalah jaringan sama sekali🥲",3
server jelek,1
tolong akun saya ilang,5
"payahhhh, padahal sinyalnya penuh dinyatakan kalah karna jaringan tidak stabil, payah asli jadi turun kesantunannya.",1
"gamee anjg , ngga pantas di mainin sama orng tempramen",1
udah bagus gamenya cuma kenapa setiap saya main itu pemain saya bermain laga pvp itu lebih berat ketimbang melawan ai,5
enak cuyyy,5
"Sering koneksi terputus saat kondisi menang,stats pemain terlalu meningkat setiap pekannya sehingga player harus mengeluarkan uang untuk bisa mengimbangi pemain musuh,terkadang umpan selalu tidak mengarah ke tempat yang mau dituju.",1
"bagus min,kalo bisa tambahin mode ucl,btw fc mobile jelek",5
"mohon min,untuk ubah layar judul nya jadi tidak terbatas.agar yang punya 2 akun bisa di ganti"",jadi nggk perlu nunggu lagi bulan depan untuk login.mohon yaa untuk di atur agar jadi tidak terbatas layar judulnya untuk kami seorang player efootball sejati agar merasa nyaman jika mengganti akun",4
permainannya emang seru,5
"Nyerah gua, akhirnya gua uninstall ini game. Game sampah ngelag terus.",1
udah di update...tetep j eror..game sering ngeleg game paling buruk.game paling buruk..setiap maen eror ngeleg terus game lain mah lancar 2 ja kalah Ama game lain game rusak parah mengecewakan.. game kaya kaset macet..game tidak ada perubahan tambah hancur..setiap maen pasti eror ngeleg koneksi y.....jadi males maen,1
"aneh skrg masa di match PvP kita udh menang secara skor masa tiba"" pas mau balik ke lobbynya matchnya kita bisa kalah hitungannya mohon pihak Konami perbaiki masalah bug connection lah supaya permainan tetap seru dan setiap player tidak meras rugi kalo kejadiannya begini terus susah masuk divisi 1 kalo tiap menang pas balik ke lobby buffering kelamaan malah dianggap kalah!",1
"sgt bagus, laripemainnya cepet banget, jadi nya seru",5
server busuk wifi atau mau pake sim card juga busuk game bbi nguras duit buat top up dah jutaan server busuk,1
please add configuration resize button + specrator in freind match and fix the server!!!!!!??,1
Game tai,1
"analog lu benerin, kaga presisi ama jempol bgst",3
tolong jaringan nya makin update makin rusak ekspetasi si bakal ada peningkatan pas update eh malah makin parah tolong segera perbaiki kualitas jaringan sinyal penuh game lain lancar game ini malah loading duh sangat buruk,1
Perfect!,5
wasit buta,1
game nya keren gak ngeleh dan gak bikin bosen,5
"game judi,loh top up loh punya kuasa, banyak scriptnya juga, developer kikir,game gajelas kadang menang hanya sekali habis itu dikasih kalah terus, seperti layaknya judi menang hanya sesaat habis itu hilang.🤑🤮🤮🤢",1
game babbi,1
"game nipu, bikin emosi",1
oh iya tadi sya hapus karna kurang lengkap jadi saya cuman ngasih tau kalo game ini sebenarnya bagus tapi wifi kalian yang jelek dan kalian yang gak sabaran jadi wajar kalo nge lak nge lak jadi kalau nge lak sabar soalnya gak lama kayak gitu juga nggak lagi kok,5
"game makin kesini bukannya makin bagus, main online jaringan ga pernah bagus, card epic kalah sama bansos, buat apa keluarin banyak"" card epic+ skill"" aneh, tapi pas di ingame online berat ga terasa skill nya najis, kalah sama card basic dkk. developer dongo mau cuan player doang.",1
"game aneh 3 kali menang main di divisi, udah selesai tinggal kembali ke hal malah kalah kocak, jaringan stabil malah dihitung kalah, padahal udah selesai pertandingan tinggal ke menu lobby, tolong admin perbaiki bikin turun divisi 2",1
jngn pilih kasih blok,1
"main menang kok brakhir kalah gimana sihhh, konami tololll",1
Game kikir anj lagi main tiba tiba ngelag padahal hp sama sinyal aman,1
game no 1,5
game payah beli pemain habis 500rb dpt ampas kalah melulu padahal mau fokus ke game ini jadinya trauma mau main,1
messi menang sundul sama jap stam. game aneh,1
game bola yg paling seru sih dan gk kaku,4
"kena Konami script Mulu ,sampe kesel mainnya padahal pemain dilanggar ga kena kartu ,terus kiper ga disuru maju malah maju terus",1
lumayan,3
banyak ngelegnya sinyal bagus juga tttep aja ngeleg,1
"gajelas udh 2-0 tb tb kluar sendiri disuruh login, padahal wifi baik baik aja, alhasil gajadi naik divisi dua, kurang kurangin script konami, nyusahin",1
"tolonglah perbaiki server sama hapus tuh bantuan cerdas nya ,,,massa setiap Minggu update an trus server kga d bener² in ,,,,",1
cuuuuh,1
kerenn,5
"master league siklus kalender dan transfer pemmain, pemain classic, dan kit Jersey, dan emblem/logo tolong di perbarui.",5
sudah lebih baik dari sebelumnya dari segi event tapi tetap sangat buruk dan busuk dari segi gameplay masalah sudah bertahun-tahun tidak diperbaiki,2
"tolong benerin jaringan nya,kalau main kebiasaan ngeleg",1
game tolol jaringan lancar udah menang 2-0 tiba tiba jaringan ilang tolol,1
"Game nya sangat bagus, min coba buat liga mungkin lebih enak lagi game nya, semoga di baca",1
curang aku nya sleding dkit pelanggaran giliran AI nya g pelanggaran curang bgt,2
script tolol,1
berat banget kunyuk suka delay gak jelas nih game,1
"frame banget jelek, ngeleg parah game ampas",1
di fixxxxxxx Konami di sengaja gak kena bola padahal itu clear tekel seluncurnya haaahuuuuuuuuuuu,1
game nya bagus tapi soal event tolong agak dibanyakin,5
"I'm starting to get bored with this game. I've downloaded it 3 times.but, the changes are so-so, there is no feature to see player changes, there is no feature to lift the trophy,and what makes me more annoyed is the network which makes the game performance boring even though the FPS has dropped to the lowest.However, when participating in a tournament, the network is really bad, even down, even though the network is on fire and one more thing, when there is an update, when in the PVP efootball",1
"aku saranin kalian gak usah download game ini, game ini semakin lama semakin rusak, terutama sinyal di game lain bagus bagus aja, tapi klau di game ini sinyalnya mentok bar 3, jadi untuk developer! perbaikan sinyal secepatnya agar player bisa bermain dengan bebas dan tenang tanpa mempedulikan sinyal dan juga game ini banyak keanehan seperti pemain yang di match sebelumnya itu normal, ketika di match selanjutnya pemain ini menjadi berat jadi tolong perbaikan lagi untuk di update berikutnya 🙏",1
"sinyal bagus tapi tiba2 hilang,,maem pvp harusnya sudah menang tapi sinyal hilang akhirnya di hitung kalah",1
tolong perbaiki analog sinyal dan peralihan pemain nya karena setiap bermain pasti kursor nya tdk sesuai ekspetasi trs pergantian otomatis nya tolong sesuaikan dengan posisi pemain nya dong setiap saya main tiba² park ji sung masuk sebagai ss menggantikan atep padahal masih ada yildiz yang berposisi ss tpi knp kok malah park ji sung yang masuk tolong di benerin lgi game nya masih jauh dri ekspetasi,1
masih banyak kekurangan di game ini. lebih mementingkan jualan kartu daripada memperbaiki kualitas dan server.,1
P2W SAMPAAAAAH,1
game parah ini. lemot,1
p2w problematik set*n,1
najis ngelag banget,1
gak bisa backup data. padahal dulu sudah di tautkan ke konami ID sama Google play. masa iya ngulang dari awal,2
sangat seru dan cocok,5
game tolol beleguk sistem bocah menang beruntun lansung gaboleh sistem bocah,1
ko gabisa di donlod ya di hp inpinix,1
"game ajg,knt,ngt sinyal bagus masih aja lemot tiba tiba out",1
sinyal nya suka ilang ngk jelas padahal wifi nya baguss,2
bagus tapi akun saya selalu lena skript lambat ngumpan,4
tolanglah pemudahkan top up coin melalui e-wallet..sekalipun kita dinegara lain,3
This game is very fun and good but the size is very big for my potato phone I just hope that KONAMI will reduce the size,5
Kiper dengan overal tinggi lebih sering blunder sedangkan dengan overal rendah lebih unggul dalam permainan...,1
"ini game gak bisa di harepin kalok main divisi, masa atep bisa menang duel udara lawan rodri.",1
game anomali bnyak script,1
game taiii percuma tiap minggu update tidak ada perubahan,1
min kenapa akun efootball saya tiba2 ke log out padahal saya tidak melakukan apapun trus pas mau di login lagi leawt Google play kenapa tidak ada data mohon di perjelas padahal saya tidak melakukan cheat ataupun script apapun mohon di tindak lanjuti buat apa saya top up ko ujung2nya akun saya ilang gak jelas,3
sering ngelek Gag Jelas pa lagi fitur onlane gmn Nak Mainnya Klw Gini Sering Kalah Gagra2 Ngelek Semakin ke sini Malah Tambah Parang Gonta ganti Kartu Za Juga Gag Ngefek tetep Ngelek Truz Lama2 Banyak Yang Males Main Ni Game😡.,1
"apalah game ini kalo main online knpa ga kaya game"" lain bisa lancar , knapa harus hp bagus, seharusnya mendukung hp"" kentang, dan soal wasit habis upgrade knapa semakin rusak ga sportif",3
game terbaikkk di android,5
game bola terbaik sepanjang masa,5
pemainnya susah di kontrol,1
"JUJUR SEMAKIN KESINI MAKIN ANEH, , SCRIPT MAKIN BANYAK, SERING DELAY, PERGERAKAN LAMBAT MUSUH CEPAT PERGERAKANNYA,",1
server jaringan mu itu perbaiki,1
senang,5
game pelit kikir abis duit gw cuma buat dapetin pemain tolol,1
"game keren,seru,cocok dimainkan dimana saja, walaupun kadang lag tapi ini game termasuk game terbaik menurut gw.👍",5
game bguss,5
tolong dong efootball adain event Ronaldo 2007,5
Udah bagus minus akun saya sangat tidak hoki udh nabung lama+top up kagak pernah dapat card epic,5
"udah oke nih gameplay sekarang lebih respon, def juga agresif, tidak terlalu manual kaya kemaren, minusnya cuma ball control masih terlalu jauh arah gerakan bola nya, pertahankan.",4
sering logout sendiri,1
"Game yang mempunyai potensi yang sangat besar, namun sayang terkadang suatu match berjalan tidak seperti semestinya. Stat pemain seolah-olah berubah terutama saat bermain Ranked AI. AI yang susah bukan menjadi suatu masalah, tapi perubahan pengaturan permainan yang tidak konsisten jauh lebih mengecewakan. Mohon pertimbangan dari pihak Konami agar dinamika permainan bisa segera diperbaiki agar game bisa lebih dicintai.",3
"untuk yang terhormat team konami ,, fiturnya sekarang kok kaya begini ,, suruh menonton iklan tapi saat mau di buka belum bisa di akses ,, tolong solusinya ,, terimakasih",5
mainkn terus efootbal,5
tidak bisa login,1
"game rusak. pencarian lawan liga divisi ngga sesuai dengan kemampuan pemain. ga jelas game rusak. coba dong di bikin pencarian lawan yang masing masing sama dengan kualitas antar pemain misal peringkat angka depan 4 ya cari lawan dengan angka depan nya 4 lahh. ini malah di kasih lawan yang keras mulu ga jelas, apalagi kalo main malam ketemu lawan yang ngga sesuai dengan kemampuan kita.",1
"ini game makin kesini makin parah setiap habis pertandingan loading terus, makin jelek aja ni game",1
game apaan ini...!!!,2
"sampah rate gacha ampass, main udah tahunan beraniin top up besar dapat base player, jujur kecewa 👎",1
"Game nya semakin sini semakin buruk. setiap melakukan serangan game selalu berhenti begitu saja, padahal koneksi internet bagus. setiap nail level dan melawan TIM grade A pasti saja setiap melakukan serangan game selalu lag. jika memang user bisa edit match jaringan, ini tidak fair!!!!!!!!!!!!!!!",1
gem seruu,5
setalah ada iklan sering ngebug logout sendiri dari permainan.,3
harusnya ada liga champions nya ini biar lbih kompetitif di liga nya,5
pls bedakan matching Smart Assist player SA berpengaruh ke non SA. emang pepek Smart Assist tolong lah Matchmaking nya dibedain tolol banget ni KONAMTOD,1
sudah mengikuti game eafc(gada gunanya bek dan kiper). game busukkkk,1
"Tambah stadion lagi, buat lebih menarik lagi event event serta pemain pemain legenda, tolong coba buat mode permainan kan ada mode liga saya sekarang bisa tambahin kayak juara trus main di liga champions kayak di dunia nyata, buat juga animasi pergantian pemain, pelatih dlll, sudah itu saja mungkin saran saya semuanya yang lain menurut saya sudah bagus",5
game ini lama lama rusak malas gua mainya sinyal tiap pembaharuan lag parah truss ada kasus yg lebih ga masuk akal lagi skor gua udah unggul dari lawan sinyal gua aman2 aj padahal eh pas pertandingan selesai malah dinyatakan kalahhh poin devisi nya berkurang 🥲,1
efootbal berikan saya pele,1
"Konami tolong lah player geratisan di kasih hoki Konami tiket yang kamu kasih kan kepada ku 70 tiket memutar kan nya satu pun gada yang dapat ada si Konami tapi aku mau yang utama nya bukan epic gak yang lain nya seperti epic gak ada efek nya Konami aku mau pemain epic yg utama yg ada efek nya gitu Konami atau logo nya: semoga di baca,,woy konami efotbal Kon kenapa pemain saya kayak GK berguna ajn Lulu semua nya apa masalah nya mana aku nya GK hoki mau di gratisan mau pake tiket sama saja lol",3
"terlalu banyak kekurangan,mulai dari match making yang tidak seimbang, SUDAH MENANG TAPI HASILNYA KALAH DENGAN ALASAN JARINGAN, sampai loading yang terlalu lama bahkan sering tidak bisa login. Dan selalu, masukkan saya tidak dilihat oleh pihak Konami🤦🏻‍♂️",1
"Setelah maintenance, game ini jadi sangat berat & buat HP panas. Permainan menjadi sangat delay, lag, ketika menggunakan data seluler. Tolong diperbaiki, sangat mengganggu kenyamanan dalam bermain.",1
jaringan burik.. kena setting terus gue...,1
"makin update makin cape bngt buat main asli ngelag parah .. pilih"" grad hp ni game .. udah update pake kuota giliran main ngelag .. sad",1
Konami gimana ini sinyal bagus kok bisa langsung keluar dari efotball tanggapan saya untuk diperbaiki untuk kondisi sinyal,2
GAME SAMPAH,2
coba server di DIVISI PVP di perbaiki buat kita yang pakai data biar tidak leg . trus di DIVISI VS AI tidak adil masa 1 pemain kita di pres bisa sampe 3 pemain sedangkan kita tidak bisa.. tolong buat game yang jangan menguntungkan kalian saja.. kita top up banyak buat gacha masa server pun kalian tidak bisa perbaiki.. game sudah selama dan setenar ini masalah server tidak bisa di perbaiki,3
game bagussss🤍🤍🤍🤩🤩🤩🤣,5
Konami skrip gak adil,3
"game jelek banyak bug nya, tolong konami plenger di perbaiki, banyak hal"" yg terjadi melenceng dari aturan sepak bola",1
tolong expresi pemain di perbaiki bikin gol tidak buka mulut kaya orang ga ada expresinya,4
sering di keluarkan dari pertandingan divisi padahal sinyal bagus,1
"cool game but my phone can't accommodate games that require a lot of space and use up memory so I'm asking for help so that downloading the game doesn't require a very high download expensive So the minimum is 500 MB, not 2.5 GB. I hope this message reaches the game maker and I hope this can be implemented for the future of your team and the game so that more people will be interested in this game.",4
"Parahhh, udah pake wifi kecepatan wuss..tetep aja ngelek nya nauzubillah..",1
gemes nya seru parah cokkk tapi pas baru main dapat Messi,5
"jaringan semakin tidak terkontrol, walaupun 4G tetap ngelag, hari 4G full baru bisa main, turun dikit dah ngelag, semakin ga sesuai aja dengan game nya",1
server kek babi,1
ini yg buat game kenapa ya aku ga bisa download,5
ngasih iklan tapi ngga bisa ditonton Konami Konami,1
"Saya udah main dari zaman masih pes sekitar tahun 2017/18, jadi menurut saya ada beberapa animasi yang perlu ditambah. tolong ditambah animasi 1. Animasi pergantian pemain 2. Animasi pemain keluar lapangan ketika cedera Dari dulu sampai sekarang masih belum ada animasi seperti di atas sepertinya, mohon maaf jika salah. Terimakasih",5
"tolong perbaiki permainan saat sedang bertahan, pemain saya selalu out of posisi soalnya padahal udh di kasi intruksi individu",1
"sering nge kress sendiri, sinyal wifi full tapi game play nge leg",2
oklah,5
game rusak.!!!,1
"Ko di update malah ceket, game burik wifi bagus kuota bny tetep aja ceker²",1
Game banyak player script,2
"game miskin,kartu elit server sulit",1
"game busuk, perbaikin tuh jaringan",1
"game bukan sesuai skill,tapi sesuai kekuatan kolektif yeh paling besar klo kolektif nya kecil,mau sejago apa geh ga bakal menang,anehhh, sinyal nya leg trs ini game kocak, harus d perbaiki nih kya ML",1
Server shittt laggg,1
"sebenernya gua lebih enak main game ini darpada game sebelah tapi ni.. loading ke laganya terlalu lama bikin saya bosan main game ini, tolong dong efootball loading ke laganya dipercepat biar ga bosan nunggunya",4
"tiap main ada aja nge lag, passing delay shooting delay. main sama AI bagus main PvP emosi terus.",1
server upgrade lah lah banget padahal gw tes ping di kisaran 2 sampe 4ms,1
makin kesini makin kesono ga jelas skore kaya udah di setting,2
"saya rasa masalah sinyal belum di atasi , update terus tapi bug sinyal tidak di perbaiki padahal sinyal bagus, saya coba pakai wifi dan Data , masih tetap tiba² game berhenti sendiri lah patah² lah ,dari segi hp juga masih memadai, tolong di perbaiki yaah 🙏",3
gilak,5
"Jika menghadapi tim yang overall ratingnya lebih tinggi dari kita, koneksi internet tiba2 tinggi ping nya dan pemain bergerak sendiri. sehingga kita mengalami kekalahan yg tidak fair. benar2 Messiah palsu (False Messiah).",1
Lag trus Kon kalah terus,1
"woy update biar gak banyak bug lah ngerugiin banyak player gini, jaringan juga gak stabil banget padahal full",1
"Saran, saat cetak gol dari assist kasih nama siapa yang assist,terus kalau main di liga kasih top assist jg,saran jg saat main diliga yang memenuhi main diliga ucl/ liga eropa tolong buatin .",5
"umpan tidak akurat,krusor tidak akurat,setiap heading ball slalu kalah,kiper tidak respon saat bola sudah dekat ke gawang,mau trobos panjang malah pendek,mau trobos bawah malah long shoot....tolong perbaiki",1
"AKUN KU YANG INI KENAPA DIHAPUS SAMA KONAMI, AKUN DARI 2018, KENAPA DIHAPUS",1
"gemplay bagus,grifik dan hall hal yang lain juga bagus hanya ada satu kekurangan yaitu penyimpanannya yang cukup besar itu membuat player player TDK bisa bermain lagi karena hp mereka TDK mampu jdi kalo bisa depelovers kurangi sedikit penyimpanan game ini. terimakasih.",5
game tolol pemain bagus berat banget lawan pemain standar blokkk,2
game banyak scriptnya,1
"ISI GAME NYA UDAH KEBANYAKAN IKLAN! Main game eFootball ini untuk menikmati hiburan, bukan untuk nontonin IKLAN terus!",1
game kontol,5
GAME GEMBEL UDH BAYAR TOP UP GAK MASUK,1
kurangin skripnya Konami bujang,1
game anjinggg,1
game bosok,5
e football tolong saat pergantian pemain yang. masuk dan yang keluar keliatan tos tosan kyk Konami versi champions elite yang mini football. terus kena tackles pemain di tarik keluar macam main di pes,5
enak bro,5
developer game curang ini tidak akan pernah mau player menang hadiah banyak meskipun sudah top up beli barang.,1
keren👍,5
"kayak pas push devisi 3 udh mau 1498,selalu ada cara dia ngalahin kita entah jaringan ga bagus tiba""lawan ngeri kali mainnya tolol game ini sih soalnya udh berapa kali kek ngini 😏",1
game gajelas udah manual tetep aja di bantu AI udah ga pake smart asis tetep aja bengong pemainnya jelek. game cuma ngeluarin card tapi gabisa benerin sistem.,1
game bagus saya menyukainya tapi lain kali banyak²in dapet pemain lebih mudah,5
"tolong dong diubah pemain yang sama bisa ada di 2 klub yang berbeda, biar 1 pemain ya 1 saja. Dan jika bisa tolong tambahkan liga champion, piala dunia juga biar tambah seru. Jika ini sudah tersedia saya kasi bintang lagi. terimakasih",2
"masih percobaan saya kasih segini dulu, kalo nanti saya puas saya akan merubah nya.",3
"the server is always not strong enough to play, while I use WiFi to play this game",1
"Update terbaru makin aneh. Ga bisa pressing pakai 2 orang. Deffender nya juga macam zombie, ga lari kejar bola. Balikin aja ke update sebelum nya. Sumpah, ini update paling teraneh.",1
the weird system everrr,1
game tolol masih masih ada cheater up date doang setiap kamis ga ada perubahan,1
sangat seru bagus banget,1
"servernya nya jelek, main tiba2 ngframe, gerakan pemain slow tiba2, HP sama jaringan semuanya support padahal, khusus main divisi!!!!",2
kalo ngescript gak nanggung nanggung,2
game keren,4
"Please make it so that if we make a small violation, don't immediately give a foul or give a card, please eFootball",4
"konami mohon perbaiki khusus nya laga divisi,kadang kita sudah menang tiba2 kalah saat selesai pertandingan.kenapa itu konami mohonnnn penjelasannyaa",3
"You better be fix your game now, this game its suck now",1
"game gagal, game busuk",1
konami baik suka bagi bagi bansos dari pada game sebelah😏,5
GAME BURUK SINYAL SINYAL BAGUS TAPI NGELAG TERUS,1
game ini enak nyaman,5
Karena standar lah sama grafiknya,3
tambahkan animasi pergantian pemain,4
ini gmna kenapa kali gabisa transfer data,1
senang sekali,5
mantap bisa mabar dan game play nya seru banget coyyy,5
tambahin karer mod aj lngsung gua ksih bintang 5 itu SJ dari sy,4
"update terkini justru game terasa beratt .. seberat beban hidupku, plis deh kembalikan kondisi maen enak kek dulu lagi.",3
main sekarang lag terus,3
geleg game tai,1
"umur pemain di setiap tahun tidak ikut update(menyesuaikan pemain asli) ,Selebihnya good game",5
Iklannya Kebanyakan judol...,1
lemot parah sampai hp eror,2
game nya sangat bagus . bisa. byone sama teman,1
mode manajer please ...pvp,3
perlu upgrade lagi,4
"Masih sering patah-patah saat main, keseluruhan sebenarnya ok cuma disinyal doang. Dan juga gacha pemain sering dapat hikmahnya bukan dapat pemain epic.",4
"uninstall karena bagi saya yg ngga bisa topup dan skill pas pasan, game ini sudah tidak fun dan tidak ada tujuan lagi. mau nyari hiburan tp game ini sama sekali tidak menghibur. mau bangun skuad impian, tp susah payah kumpulin koin, tiap gatcha selalu dpt pemain ampas. push divisi juga pola nya selalu sama, menang sampai rating 1700an,setelah itu ada saja yg buat rating turun, bahkan sampai turun divisi 3.",1
"segera putus kontrak dgn UNREAL ENGINE, kembalikan gameplay seperti dulu.. UNREAL Engine jadi jelek sekali game Ini",1
gem yg sangat bagus,5
game eek cuam bikin emosi ga menghibur,1
game gk jlas ni gdk keseimbaangan dalam ratting nya kasian orang yg gratisan gblok,1
"ga jelas masih ad waktu tiba"" tim gw kalah aneh suka ngebug ga bisa di pencet game rusak",1
Tolong untuk server divisi di optimalkan lg Dan untuk point kemenangan dan kekalahan di divisi jgn terlalu jomplang,4
lumayan mynang kan,4
mbappe,5
servernya perbaiki ... saat pvp sering lag,5
TOLONG perbaiki jaringan saya full tapi main kok berat sekali😌,2
"Saya sudah lama bermain dan berinvestasi di game ini, namun gameplay terasa tidak konsisten. Statistik pemain sering tidak sesuai performa di lapangan, AI tim kurang responsif, dan hasil pertandingan terasa dipengaruhi faktor selain skill. Selain itu, kontrol kadang berat akibat koneksi. Mohon perbaiki konsistensi AI, keseimbangan gameplay, dan stabilitas server agar pengalaman bermain lebih adil dan kompetitif. TOLONG PERBAIKI SAYA CINTA GAME INI",5
