Review,Rating,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,Label
"game apa ni main divisi 4 udh menang poin 15 malah hilang serve padahal sinyal bagus , dan sering di beberapa game keluar juga karna jaringan ...tolong di update lagi bung kalau sudah win harus nya selesai pertandingan poin tetap dapat atau ulang match",1,game apa ni main divisi  udh menang poin  malah hilang serve padahal sinyal bagus  dan sering di beberapa game keluar juga karna jaringan tolong di update lagi bung kalau sudah win harus nya selesai pertandingan poin tetap dapat atau ulang match,game apa ni main divisi  udh menang poin  malah hilang serve padahal sinyal bagus  dan sering di beberapa game keluar juga karna jaringan tolong di update lagi bung kalau sudah win harus nya selesai pertandingan poin tetap dapat atau ulang match,game apa ini main divisi udh menang poin bahkan hilang serve padahal koneksi bagus dan sering di beberapa game keluar juga karena jaringan tolong di update lagi bung kalau sudah win harus nya selesai pertandingan poin tetap dapat atau ulang match,"['game', 'apa', 'ini', 'main', 'divisi', 'udh', 'menang', 'poin', 'bahkan', 'hilang', 'serve', 'padahal', 'koneksi', 'bagus', 'dan', 'sering', 'di', 'beberapa', 'game', 'keluar', 'juga', 'karena', 'jaringan', 'tolong', 'di', 'update', 'lagi', 'bung', 'kalau', 'sudah', 'win', 'harus', 'nya', 'selesai', 'pertandingan', 'poin', 'tetap', 'dapat', 'atau', 'ulang', 'match']","['game', 'main', 'divisi', 'udh', 'menang', 'poin', 'hilang', 'serve', 'koneksi', 'bagus', 'game', 'jaringan', 'tolong', 'update', 'win', 'selesai', 'pertandingan', 'poin', 'ulang', 'match']",game main divisi udh menang poin hilang serve koneksi bagus game jaringan tolong update win selesai pertandingan poin ulang match,neutral
"gak masalah sebenarnya sama smart asisst, tapi efeknya bek sendiri sering melongo. Apalagi yang pakai squad bansos. Gk kaget ntar sih kalau ni game PAY TO WIN beberapa tahun kedepan. Entah kenapa juga tiba-tiba lag padahal jaringan aman, bukan sesekali ya tapi sering kali.",1,gak masalah sebenarnya sama smart asisst tapi efeknya bek sendiri sering melongo Apalagi yang pakai squad bansos Gk kaget ntar sih kalau ni game PAY TO WIN beberapa tahun kedepan Entah kenapa juga tibatiba lag padahal jaringan aman bukan sesekali ya tapi sering kali,gak masalah sebenarnya sama smart asisst tapi efeknya bek sendiri sering melongo apalagi yang pakai squad bansos gk kaget ntar sih kalau ni game pay to win beberapa tahun kedepan entah kenapa juga tibatiba lag padahal jaringan aman bukan sesekali ya tapi sering kali,gak masalah sebenarnya sama smart asisst tapi efeknya bek sendiri sering melongo apalagi yang pakai squad bansos gk kaget nanti sih kalau ini game pay to win beberapa tahun kedepan entah kenapa juga tibatiba lambat padahal jaringan aman bukan sesekali iya tapi sering kali,"['gak', 'masalah', 'sebenarnya', 'sama', 'smart', 'asisst', 'tapi', 'efeknya', 'bek', 'sendiri', 'sering', 'melongo', 'apalagi', 'yang', 'pakai', 'squad', 'bansos', 'gk', 'kaget', 'nanti', 'sih', 'kalau', 'ini', 'game', 'pay', 'to', 'win', 'beberapa', 'tahun', 'kedepan', 'entah', 'kenapa', 'juga', 'tibatiba', 'lambat', 'padahal', 'jaringan', 'aman', 'bukan', 'sesekali', 'iya', 'tapi', 'sering', 'kali']","['smart', 'asisst', 'efeknya', 'bek', 'melongo', 'pakai', 'squad', 'bansos', 'gk', 'kaget', 'game', 'pay', 'win', 'kedepan', 'tibatiba', 'lambat', 'jaringan', 'aman', 'kali']",smart asisst efeknya bek melongo pakai squad bansos gk kaget game pay win kedepan tibatiba lambat jaringan aman kali,positive
apaan dah masa akun gw dihapus padahal udah gw tautkan ke akun konami berarti percuma aja gw bikin akun konami ga guna akun tetep aja diapus game frik,1,apaan dah masa akun gw dihapus padahal udah gw tautkan ke akun konami berarti percuma aja gw bikin akun konami ga guna akun tetep aja diapus game frik,apaan dah masa akun gw dihapus padahal udah gw tautkan ke akun konami berarti percuma aja gw bikin akun konami ga guna akun tetep aja diapus game frik,apa deh masa profil saya dihapus padahal sudah saya tautkan ke profil konami berarti percuma saja saya bikin profil konami ga guna profil tetep saja diapus game frik,"['apa', 'deh', 'masa', 'profil', 'saya', 'dihapus', 'padahal', 'sudah', 'saya', 'tautkan', 'ke', 'profil', 'konami', 'berarti', 'percuma', 'saja', 'saya', 'bikin', 'profil', 'konami', 'ga', 'guna', 'profil', 'tetep', 'saja', 'diapus', 'game', 'frik']","['deh', 'profil', 'dihapus', 'tautkan', 'profil', 'konami', 'bikin', 'profil', 'konami', 'profil', 'tetep', 'diapus', 'game', 'frik']",deh profil dihapus tautkan profil konami bikin profil konami profil tetep diapus game frik,positive
sekarang leg banget gamenya,1,sekarang leg banget gamenya,sekarang leg banget gamenya,sekarang leg banget gamenya,"['sekarang', 'leg', 'banget', 'gamenya']","['leg', 'banget', 'gamenya']",leg banget gamenya,positive
habis habiisin kuota aja udah donwload malah kg bisa,1,habis habiisin kuota aja udah donwload malah kg bisa,habis habiisin kuota aja udah donwload malah kg bisa,habis habiisin kuota saja sudah donwload bahkan kg bisa,"['habis', 'habiisin', 'kuota', 'saja', 'sudah', 'donwload', 'bahkan', 'kg', 'bisa']","['habis', 'habiisin', 'kuota', 'donwload', 'kg']",habis habiisin kuota donwload kg,negative
"game aneh masih aja ada yang main jaringan gua udah unggul 3-0 tiba"" ngelek dan kena combeck jadi 3-4 perbarui apaan gini mah sengaja gua kasih bintang lima biar paling atas",5,game aneh masih aja ada yang main jaringan gua udah unggul  tiba ngelek dan kena combeck jadi  perbarui apaan gini mah sengaja gua kasih bintang lima biar paling atas,game aneh masih aja ada yang main jaringan gua udah unggul  tiba ngelek dan kena combeck jadi  perbarui apaan gini mah sengaja gua kasih bintang lima biar paling atas,game aneh masih saja ada yang main jaringan saya sudah unggul tiba ngelek dan kena combeck jadi perbarui apa gini mah sengaja saya kasih bintang lima biar paling atas,"['game', 'aneh', 'masih', 'saja', 'ada', 'yang', 'main', 'jaringan', 'saya', 'sudah', 'unggul', 'tiba', 'ngelek', 'dan', 'kena', 'combeck', 'jadi', 'perbarui', 'apa', 'gini', 'mah', 'sengaja', 'saya', 'kasih', 'bintang', 'lima', 'biar', 'paling', 'atas']","['game', 'aneh', 'main', 'jaringan', 'unggul', 'ngelek', 'kena', 'combeck', 'perbarui', 'gini', 'mah', 'sengaja', 'kasih', 'bintang', 'biar']",game aneh main jaringan unggul ngelek kena combeck perbarui gini mah sengaja kasih bintang biar,negative
saya ada saran soal fitur smart asist untuk tendangan jgn masukin ke fitur smart asist tolong saya sebagai pengguna smart asist di adakan lagi di online karena itu fitur bukan cheat,5,saya ada saran soal fitur smart asist untuk tendangan jgn masukin ke fitur smart asist tolong saya sebagai pengguna smart asist di adakan lagi di online karena itu fitur bukan cheat,saya ada saran soal fitur smart asist untuk tendangan jgn masukin ke fitur smart asist tolong saya sebagai pengguna smart asist di adakan lagi di online karena itu fitur bukan cheat,saya ada saran soal fitur smart asist untuk tendangan jangan masukkan ke fitur smart asist tolong saya sebagai pengguna smart asist di adakan lagi di online karena itu fitur bukan cheat,"['saya', 'ada', 'saran', 'soal', 'fitur', 'smart', 'asist', 'untuk', 'tendangan', 'jangan', 'masukkan', 'ke', 'fitur', 'smart', 'asist', 'tolong', 'saya', 'sebagai', 'pengguna', 'smart', 'asist', 'di', 'adakan', 'lagi', 'di', 'online', 'karena', 'itu', 'fitur', 'bukan', 'cheat']","['saran', 'fitur', 'smart', 'asist', 'tendangan', 'masukkan', 'fitur', 'smart', 'asist', 'tolong', 'pengguna', 'smart', 'asist', 'adakan', 'online', 'fitur', 'cheat']",saran fitur smart asist tendangan masukkan fitur smart asist tolong pengguna smart asist adakan online fitur cheat,positive
"GAME SAMPAH GAME GAJELAS BANYAK DRAMA PLAYER TIBA TIBA PADA TOLOL SEMUA MAIN NYA, GAME GA KONSISTEN PER HARI INI SUDAH DI UNINSTAL GAME SAMPAH INI!!",1,GAME SAMPAH GAME GAJELAS BANYAK DRAMA PLAYER TIBA TIBA PADA TOLOL SEMUA MAIN NYA GAME GA KONSISTEN PER HARI INI SUDAH DI UNINSTAL GAME SAMPAH INI,game sampah game gajelas banyak drama player tiba tiba pada tolol semua main nya game ga konsisten per hari ini sudah di uninstal game sampah ini,game sampah game gajelas banyak drama player tiba tiba pada tolol semua main nya game ga konsisten per hari ini sudah di uninstal game sampah ini,"['game', 'sampah', 'game', 'gajelas', 'banyak', 'drama', 'player', 'tiba', 'tiba', 'pada', 'tolol', 'semua', 'main', 'nya', 'game', 'ga', 'konsisten', 'per', 'hari', 'ini', 'sudah', 'di', 'uninstal', 'game', 'sampah', 'ini']","['game', 'sampah', 'game', 'gajelas', 'drama', 'player', 'tolol', 'main', 'game', 'konsisten', 'uninstal', 'game', 'sampah']",game sampah game gajelas drama player tolol main game konsisten uninstal game sampah,negative
"tolong pertimbangkan fitur SMART ASSIST YAA KONAMI KALAU MAU PERUBAHAN META TIDAK SEPERTI INI CARANYA ,KETIKA MUSUH MEMAKAI SMART ASSIST SELURUH PEMAIN SAYA MENJADI KURANG RESPONSIF DAN FITUR INI KALAU MAU BUAT PEMULA TOLONG DIPISAHKAN TIDAK DI DIVISI #KONAMIANEH",1,tolong pertimbangkan fitur SMAASSIST YAA KONAMI KALAU MAU PERUBAHAN META TIDAK SEPERTI INI CARANYA KETIKA MUSUH MEMAKAI SMAASSIST SELURUH PEMAIN SAYA MENJADI KURANG RESPONSIF DAN FITUR INI KALAU MAU BUAT PEMULA TOLONG DIPISAHKAN TIDAK DI DIVISI,tolong pertimbangkan fitur smaassist yaa konami kalau mau perubahan meta tidak seperti ini caranya ketika musuh memakai smaassist seluruh pemain saya menjadi kurang responsif dan fitur ini kalau mau buat pemula tolong dipisahkan tidak di divisi,tolong pertimbangkan fitur smaassist yaa konami kalau mau perubahan meta tidak seperti ini caranya ketika musuh memakai smaassist seluruh pemain saya menjadi kurang responsif dan fitur ini kalau mau buat pemula tolong dipisahkan tidak di divisi,"['tolong', 'pertimbangkan', 'fitur', 'smaassist', 'yaa', 'konami', 'kalau', 'mau', 'perubahan', 'meta', 'tidak', 'seperti', 'ini', 'caranya', 'ketika', 'musuh', 'memakai', 'smaassist', 'seluruh', 'pemain', 'saya', 'menjadi', 'kurang', 'responsif', 'dan', 'fitur', 'ini', 'kalau', 'mau', 'buat', 'pemula', 'tolong', 'dipisahkan', 'tidak', 'di', 'divisi']","['tolong', 'pertimbangkan', 'fitur', 'smaassist', 'konami', 'perubahan', 'meta', 'musuh', 'memakai', 'smaassist', 'pemain', 'responsif', 'fitur', 'pemula', 'tolong', 'dipisahkan', 'divisi']",tolong pertimbangkan fitur smaassist konami perubahan meta musuh memakai smaassist pemain responsif fitur pemula tolong dipisahkan divisi,negative
tambahin komentator Indonesia bang,1,tambahin komentator Indonesia bang,tambahin komentator indonesia bang,tambahin komentator indonesia bang,"['tambahin', 'komentator', 'indonesia', 'bang']","['tambahin', 'komentator', 'indonesia', 'bang']",tambahin komentator indonesia bang,neutral
"Gamenya sih seru,tapi pas gameplaynya ngelag banget.Walaupun jaringanku bagus,tapi tetep aja gameplaynya patah² nggak jelas",2,Gamenya sih serutapi pas gameplaynya ngelag bangetWalaupun jaringanku bagustapi tetep aja gameplaynya patah² nggak jelas,gamenya sih serutapi pas gameplaynya ngelag bangetwalaupun jaringanku bagustapi tetep aja gameplaynya patah² nggak jelas,gamenya sih serutapi pas gameplaynya lambat bangetwalaupun jaringanku bagustapi tetep saja gameplaynya patah² tidak jelas,"['gamenya', 'sih', 'serutapi', 'pas', 'gameplaynya', 'lambat', 'bangetwalaupun', 'jaringanku', 'bagustapi', 'tetep', 'saja', 'gameplaynya', 'patah²', 'tidak', 'jelas']","['gamenya', 'serutapi', 'pas', 'gameplaynya', 'lambat', 'bangetwalaupun', 'jaringanku', 'bagustapi', 'tetep', 'gameplaynya', 'patah²']",gamenya serutapi pas gameplaynya lambat bangetwalaupun jaringanku bagustapi tetep gameplaynya patah²,positive
asik sekali,5,asik sekali,asik sekali,asik sekali,"['asik', 'sekali']",['asik'],asik,positive
game terjijik yang katanya gada script nyatanya game hilang aja sinyal bahkan ke restart sendiri padahal sinyal lagi bagus sampah,1,game terjijik yang katanya gada script nyatanya game hilang aja sinyal bahkan ke restart sendiri padahal sinyal lagi bagus sampah,game terjijik yang katanya gada script nyatanya game hilang aja sinyal bahkan ke restart sendiri padahal sinyal lagi bagus sampah,game terjijik yang katanya gada script nyatanya game hilang saja koneksi bahkan ke restart sendiri padahal koneksi lagi bagus sampah,"['game', 'terjijik', 'yang', 'katanya', 'gada', 'script', 'nyatanya', 'game', 'hilang', 'saja', 'koneksi', 'bahkan', 'ke', 'restart', 'sendiri', 'padahal', 'koneksi', 'lagi', 'bagus', 'sampah']","['game', 'terjijik', 'gada', 'script', 'game', 'hilang', 'koneksi', 'restart', 'koneksi', 'bagus', 'sampah']",game terjijik gada script game hilang koneksi restart koneksi bagus sampah,negative
"sistem di game ini sangat bapuk, mulai dr jaringan tidak bagus sehingga kebobolan, bek bek yg dongo ny mnta ampun sehingga lawan dapat peluang trus, ngerebut bola susah, pemain lambat gerakan, cit jaringan",1,sistem di game ini sangat bapuk mulai dr jaringan tidak bagus sehingga kebobolan bek bek yg dongo ny mnta ampun sehingga lawan dapat peluang trus ngerebut bola susah pemain lambat gerakan cit jaringan,sistem di game ini sangat bapuk mulai dr jaringan tidak bagus sehingga kebobolan bek bek yg dongo ny mnta ampun sehingga lawan dapat peluang trus ngerebut bola susah pemain lambat gerakan cit jaringan,sistem di game ini sangat bapuk mulai dr jaringan tidak bagus sehingga kebobolan bek bek yang dongo ny mnta ampun sehingga lawan dapat peluang trus ngerebut bola susah pemain lambat gerakan curang jaringan,"['sistem', 'di', 'game', 'ini', 'sangat', 'bapuk', 'mulai', 'dr', 'jaringan', 'tidak', 'bagus', 'sehingga', 'kebobolan', 'bek', 'bek', 'yang', 'dongo', 'ny', 'mnta', 'ampun', 'sehingga', 'lawan', 'dapat', 'peluang', 'trus', 'ngerebut', 'bola', 'susah', 'pemain', 'lambat', 'gerakan', 'curang', 'jaringan']","['sistem', 'game', 'bapuk', 'dr', 'jaringan', 'bagus', 'kebobolan', 'bek', 'bek', 'dongo', 'ny', 'mnta', 'ampun', 'lawan', 'peluang', 'trus', 'ngerebut', 'bola', 'susah', 'pemain', 'lambat', 'gerakan', 'curang', 'jaringan']",sistem game bapuk dr jaringan bagus kebobolan bek bek dongo ny mnta ampun lawan peluang trus ngerebut bola susah pemain lambat gerakan curang jaringan,negative
Sering lag delay benerin lagi ngerugiin player kalo kaya gini lawan lag kita ikutan lag kan ga aci,1,Sering lag delay benerin lagi ngerugiin player kalo kaya gini lawan lag kita ikutan lag kan ga aci,sering lag delay benerin lagi ngerugiin player kalo kaya gini lawan lag kita ikutan lag kan ga aci,sering lambat delay benerin lagi ngerugiin player kalau kaya gini lawan lambat kita ikutan lambat kan ga aci,"['sering', 'lambat', 'delay', 'benerin', 'lagi', 'ngerugiin', 'player', 'kalau', 'kaya', 'gini', 'lawan', 'lambat', 'kita', 'ikutan', 'lambat', 'kan', 'ga', 'aci']","['lambat', 'delay', 'benerin', 'ngerugiin', 'player', 'kaya', 'gini', 'lawan', 'lambat', 'ikutan', 'lambat', 'aci']",lambat delay benerin ngerugiin player kaya gini lawan lambat ikutan lambat aci,negative
"jujur makin kesini kok, servernya makin jelek ya, saya player pes dari 2019 entah kenapa makin kesini padahal playernya makin banyak yang main tapi buat matchmakingnya lama banget buat ketemu player lain, tadi saya sedang main pvp tiba tiba keluar karena ada gangguan server, atau jaringan jelek dikit langsung patah patah dan ngelag hingga keluar, mohon di perbaiki grafik jaringan dan servernya konami, padahal waktu jaman pes jaringan ga full pun masih bisa main lancar",3,jujur makin kesini kok servernya makin jelek ya saya player pes dari  entah kenapa makin kesini padahal playernya makin banyak yang main tapi buat matchmakingnya lama banget buat ketemu player lain tadi saya sedang main pvp tiba tiba keluar karena ada gangguan server atau jaringan jelek dikit langsung patah patah dan ngelag hingga keluar mohon di perbaiki grafik jaringan dan servernya konami padahal waktu jaman pes jaringan ga full pun masih bisa main lancar,jujur makin kesini kok servernya makin jelek ya saya player pes dari  entah kenapa makin kesini padahal playernya makin banyak yang main tapi buat matchmakingnya lama banget buat ketemu player lain tadi saya sedang main pvp tiba tiba keluar karena ada gangguan server atau jaringan jelek dikit langsung patah patah dan ngelag hingga keluar mohon di perbaiki grafik jaringan dan servernya konami padahal waktu jaman pes jaringan ga full pun masih bisa main lancar,jujur makin kesini kok servernya makin jelek iya saya player pes dari entah kenapa makin kesini padahal playernya makin banyak yang main tapi buat matchmakingnya lama banget buat ketemu player lain tadi saya sedang main pvp tiba tiba keluar karena ada gangguan server atau jaringan jelek dikit langsung patah patah dan lambat hingga keluar mohon di perbaiki grafik jaringan dan servernya konami padahal waktu jaman pes jaringan ga full pun masih bisa main lancar,"['jujur', 'makin', 'kesini', 'kok', 'servernya', 'makin', 'jelek', 'iya', 'saya', 'player', 'pes', 'dari', 'entah', 'kenapa', 'makin', 'kesini', 'padahal', 'playernya', 'makin', 'banyak', 'yang', 'main', 'tapi', 'buat', 'matchmakingnya', 'lama', 'banget', 'buat', 'ketemu', 'player', 'lain', 'tadi', 'saya', 'sedang', 'main', 'pvp', 'tiba', 'tiba', 'keluar', 'karena', 'ada', 'gangguan', 'server', 'atau', 'jaringan', 'jelek', 'dikit', 'langsung', 'patah', 'patah', 'dan', 'lambat', 'hingga', 'keluar', 'mohon', 'di', 'perbaiki', 'grafik', 'jaringan', 'dan', 'servernya', 'konami', 'padahal', 'waktu', 'jaman', 'pes', 'jaringan', 'ga', 'full', 'pun', 'masih', 'bisa', 'main', 'lancar']","['jujur', 'kesini', 'servernya', 'jelek', 'player', 'pes', 'kesini', 'playernya', 'main', 'matchmakingnya', 'banget', 'ketemu', 'player', 'main', 'pvp', 'gangguan', 'server', 'jaringan', 'jelek', 'dikit', 'langsung', 'patah', 'patah', 'lambat', 'mohon', 'perbaiki', 'grafik', 'jaringan', 'servernya', 'konami', 'jaman', 'pes', 'jaringan', 'full', 'main', 'lancar']",jujur kesini servernya jelek player pes kesini playernya main matchmakingnya banget ketemu player main pvp gangguan server jaringan jelek dikit langsung patah patah lambat mohon perbaiki grafik jaringan servernya konami jaman pes jaringan full main lancar,negative
"server game paling jelek, maen suka delay pake wifi sama aja delay koplok",1,server game paling jelek maen suka delay pake wifi sama aja delay koplok,server game paling jelek maen suka delay pake wifi sama aja delay koplok,server game paling jelek main suka delay pakai wifi sama saja delay koplok,"['server', 'game', 'paling', 'jelek', 'main', 'suka', 'delay', 'pakai', 'wifi', 'sama', 'saja', 'delay', 'koplok']","['server', 'game', 'jelek', 'main', 'suka', 'delay', 'pakai', 'wifi', 'delay', 'koplok']",server game jelek main suka delay pakai wifi delay koplok,negative
"GAME KAMPUNG, BANYAK CHEAT, KALO GA NIAT BIKIN GAME MENDING GA USAH, GAME PAY TO WIN, MASA PEMAEN GUA TIBA TIBA PLENGER SMUA BLOKK",1,GAME KAMPUNG BANYAK CHEAT KALO GA NIAT BIKIN GAME MENDING GA USAH GAME PAY TO WIN MASA PEMAEN GUA TIBA TIBA PLENGER SMUA BLOKK,game kampung banyak cheat kalo ga niat bikin game mending ga usah game pay to win masa pemaen gua tiba tiba plenger smua blokk,game kampung banyak cheat kalau ga niat bikin game lebih baik ga perlu game pay to win masa pemaen saya tiba tiba plenger smua blokk,"['game', 'kampung', 'banyak', 'cheat', 'kalau', 'ga', 'niat', 'bikin', 'game', 'lebih', 'baik', 'ga', 'perlu', 'game', 'pay', 'to', 'win', 'masa', 'pemaen', 'saya', 'tiba', 'tiba', 'plenger', 'smua', 'blokk']","['game', 'kampung', 'cheat', 'niat', 'bikin', 'game', 'game', 'pay', 'win', 'pemaen', 'plenger', 'smua', 'blokk']",game kampung cheat niat bikin game game pay win pemaen plenger smua blokk,positive
"sinyal lawan yang buruk mempengaruhi kita sendiri juga, permainan jadi tersendat sendat, buruk",1,sinyal lawan yang buruk mempengaruhi kita sendiri juga permainan jadi tersendat sendat buruk,sinyal lawan yang buruk mempengaruhi kita sendiri juga permainan jadi tersendat sendat buruk,koneksi lawan yang buruk mempengaruhi kita sendiri juga permainan jadi tersendat sendat buruk,"['koneksi', 'lawan', 'yang', 'buruk', 'mempengaruhi', 'kita', 'sendiri', 'juga', 'permainan', 'jadi', 'tersendat', 'sendat', 'buruk']","['koneksi', 'lawan', 'buruk', 'mempengaruhi', 'permainan', 'tersendat', 'sendat', 'buruk']",koneksi lawan buruk mempengaruhi permainan tersendat sendat buruk,negative
great,5,great,great,great,['great'],['great'],great,positive
game bagus dan jernih grafiknya,5,game bagus dan jernih grafiknya,game bagus dan jernih grafiknya,game bagus dan jernih grafiknya,"['game', 'bagus', 'dan', 'jernih', 'grafiknya']","['game', 'bagus', 'jernih', 'grafiknya']",game bagus jernih grafiknya,positive
game sampah hapus sistem smart assist,1,game sampah hapus sistem smart assist,game sampah hapus sistem smart assist,game sampah hapus sistem smart assist,"['game', 'sampah', 'hapus', 'sistem', 'smart', 'assist']","['game', 'sampah', 'hapus', 'sistem', 'smart', 'assist']",game sampah hapus sistem smart assist,negative
abis diupdate emang making bgs gamenya tapi kalau ada pemain gratis/hadiah hrs nonton iklan dulu padahal sebelum enggak,2,abis diupdate emang making bgs gamenya tapi kalau ada pemain gratishadiah hrs nonton iklan dulu padahal sebelum enggak,abis diupdate emang making bgs gamenya tapi kalau ada pemain gratishadiah hrs nonton iklan dulu padahal sebelum enggak,habis diupdate emang making bagus gamenya tapi kalau ada pemain gratishadiah harus nonton iklan dulu padahal sebelum tidak,"['habis', 'diupdate', 'emang', 'making', 'bagus', 'gamenya', 'tapi', 'kalau', 'ada', 'pemain', 'gratishadiah', 'harus', 'nonton', 'iklan', 'dulu', 'padahal', 'sebelum', 'tidak']","['habis', 'diupdate', 'emang', 'making', 'bagus', 'gamenya', 'pemain', 'gratishadiah', 'nonton', 'iklan']",habis diupdate emang making bagus gamenya pemain gratishadiah nonton iklan,negative
"ada beberapa kekurangan game ini 1. kalo nyari lawan online, harus bener"" bagus jaringan nya, kalo jaringannya ga bagus dan ga buruk juga (pertengahan), bersiaplah gameplay lu bakal delay. 2. fitur kesehatan kek panah setiap pemain menurut saya kurang berpengaruh kecuali kiper (kurang bukan berarti jelek) 3. kalo main divisi, pemain ga konsisten mau gimanapun kondisinya, bisa jadi letoy, bisa jadi kenceng bgt larinya (gatau kenapa) masih ada lagi sih, tapi segini aja yg menurut saya menganggu.",1,ada beberapa kekurangan game ini  kalo nyari lawan online harus bener bagus jaringan nya kalo jaringannya ga bagus dan ga buruk juga pertengahan bersiaplah gameplay lu bakal delay  fitur kesehatan kek panah setiap pemain menurut saya kurang berpengaruh kecuali kiper kurang bukan berarti jelek  kalo main divisi pemain ga konsisten mau gimanapun kondisinya bisa jadi letoy bisa jadi kenceng bgt larinya gatau kenapa masih ada lagi sih tapi segini aja yg menurut saya menganggu,ada beberapa kekurangan game ini  kalo nyari lawan online harus bener bagus jaringan nya kalo jaringannya ga bagus dan ga buruk juga pertengahan bersiaplah gameplay lu bakal delay  fitur kesehatan kek panah setiap pemain menurut saya kurang berpengaruh kecuali kiper kurang bukan berarti jelek  kalo main divisi pemain ga konsisten mau gimanapun kondisinya bisa jadi letoy bisa jadi kenceng bgt larinya gatau kenapa masih ada lagi sih tapi segini aja yg menurut saya menganggu,ada beberapa kekurangan game ini kalau mencari lawan online harus benar bagus jaringan nya kalau jaringannya ga bagus dan ga buruk juga pertengahan bersiaplah gameplay kamu bakal delay fitur kesehatan seperti panah setiap pemain menurut saya kurang berpengaruh kecuali kiper kurang bukan berarti jelek kalau main divisi pemain ga konsisten mau gimanapun kondisinya bisa jadi letoy bisa jadi kenceng banget larinya gatau kenapa masih ada lagi sih tapi segini saja yang menurut saya menganggu,"['ada', 'beberapa', 'kekurangan', 'game', 'ini', 'kalau', 'mencari', 'lawan', 'online', 'harus', 'benar', 'bagus', 'jaringan', 'nya', 'kalau', 'jaringannya', 'ga', 'bagus', 'dan', 'ga', 'buruk', 'juga', 'pertengahan', 'bersiaplah', 'gameplay', 'kamu', 'bakal', 'delay', 'fitur', 'kesehatan', 'seperti', 'panah', 'setiap', 'pemain', 'menurut', 'saya', 'kurang', 'berpengaruh', 'kecuali', 'kiper', 'kurang', 'bukan', 'berarti', 'jelek', 'kalau', 'main', 'divisi', 'pemain', 'ga', 'konsisten', 'mau', 'gimanapun', 'kondisinya', 'bisa', 'jadi', 'letoy', 'bisa', 'jadi', 'kenceng', 'banget', 'larinya', 'gatau', 'kenapa', 'masih', 'ada', 'lagi', 'sih', 'tapi', 'segini', 'saja', 'yang', 'menurut', 'saya', 'menganggu']","['kekurangan', 'game', 'mencari', 'lawan', 'online', 'bagus', 'jaringan', 'jaringannya', 'bagus', 'buruk', 'pertengahan', 'bersiaplah', 'gameplay', 'delay', 'fitur', 'kesehatan', 'panah', 'pemain', 'berpengaruh', 'kecuali', 'kiper', 'jelek', 'main', 'divisi', 'pemain', 'konsisten', 'gimanapun', 'kondisinya', 'letoy', 'kenceng', 'banget', 'larinya', 'gatau', 'segini', 'menganggu']",kekurangan game mencari lawan online bagus jaringan jaringannya bagus buruk pertengahan bersiaplah gameplay delay fitur kesehatan panah pemain berpengaruh kecuali kiper jelek main divisi pemain konsisten gimanapun kondisinya letoy kenceng banget larinya gatau segini menganggu,negative
"jelek banyak bug walau gameplay bagus,server sering eror kayak gak niat bikin game(udah main dari 2020 tapi masih aja masalah lag belom di fix,pikir pikir dulu dah sebelum download dan juga makin kesini makin pay to win).",1,jelek banyak bug walau gameplay bagusserver sering eror kayak gak niat bikin gameudah main dari  tapi masih aja masalah lag belom di fixpikir pikir dulu dah sebelum download dan juga makin kesini makin pay to win,jelek banyak bug walau gameplay bagusserver sering eror kayak gak niat bikin gameudah main dari  tapi masih aja masalah lag belom di fixpikir pikir dulu dah sebelum download dan juga makin kesini makin pay to win,jelek banyak bug walau gameplay bagusserver sering eror kayak gak niat bikin gameudah main dari tapi masih saja masalah lambat belum di fixpikir pikir dulu deh sebelum download dan juga makin kesini makin pay to win,"['jelek', 'banyak', 'bug', 'walau', 'gameplay', 'bagusserver', 'sering', 'eror', 'kayak', 'gak', 'niat', 'bikin', 'gameudah', 'main', 'dari', 'tapi', 'masih', 'saja', 'masalah', 'lambat', 'belum', 'di', 'fixpikir', 'pikir', 'dulu', 'deh', 'sebelum', 'download', 'dan', 'juga', 'makin', 'kesini', 'makin', 'pay', 'to', 'win']","['jelek', 'bug', 'gameplay', 'bagusserver', 'eror', 'kayak', 'niat', 'bikin', 'gameudah', 'main', 'lambat', 'fixpikir', 'pikir', 'deh', 'download', 'kesini', 'pay', 'win']",jelek bug gameplay bagusserver eror kayak niat bikin gameudah main lambat fixpikir pikir deh download kesini pay win,negative
